Site,Plot,ppt_mm,ID,Month
1,2,73.85449982,ppt202312,12
1,2,96.82619476,ppt202401,1
1,2,76.1147995,ppt202402,2
1,2,81.61239624,ppt202403,3
1,2,60.60099792,ppt202404,4
1,2,39.52759933,ppt202405,5
1,2,25.06719971,ppt202406,6
1,2,5.860599995,ppt202407,7
1,2,0.812099993,ppt202408,8
1,2,16.55949974,ppt202409,9
1,2,12.44619942,ppt202410,10
1,2,103.0107956,ppt202411,11
1,2,153.8627014,ppt202412,12
1,3,131.3379974,ppt202001,1
1,3,53.90100098,ppt202002,2
1,3,39.99100113,ppt202003,3
1,3,37.73899841,ppt202004,4
1,3,65.38999939,ppt202005,5
1,3,93.63899994,ppt202006,6
1,3,1.773000002,ppt202007,7
1,3,1.289000034,ppt202008,8
1,3,8.333999634,ppt202009,9
1,3,32.79899979,ppt202010,10
1,3,117.9420013,ppt202011,11
1,3,66.76300049,ppt202012,12
1,3,86.35199738,ppt202101,1
1,3,92.36989594,ppt202102,2
1,3,27.51490021,ppt202103,3
1,3,23.17609978,ppt202104,4
1,3,23.70509911,ppt202105,5
1,3,21.86039925,ppt202106,6
1,3,4.302000046,ppt202107,7
1,3,19.89629936,ppt202108,8
1,3,12.58729935,ppt202109,9
1,3,83.37220001,ppt202110,10
1,3,47.67810059,ppt202111,11
1,3,127.8893967,ppt202112,12
1,3,66.78489685,ppt202201,1
1,3,3.489799976,ppt202202,2
1,3,13.86529922,ppt202203,3
1,3,46.28609848,ppt202204,4
1,3,81.65339661,ppt202205,5
1,3,32.2804985,ppt202206,6
1,3,0.0046,ppt202207,7
1,3,2.58949995,ppt202208,8
1,3,9.037499428,ppt202209,9
1,3,34.39199829,ppt202210,10
1,3,91.32339478,ppt202211,11
1,3,133.4743958,ppt202212,12
1,3,48.75009918,ppt202301,1
1,3,27.50479889,ppt202302,2
1,3,138.0019989,ppt202303,3
1,3,21.5304985,ppt202304,4
1,3,45.56599808,ppt202305,5
1,3,51.68409729,ppt202306,6
1,3,0.692799985,ppt202307,7
1,3,42.79150009,ppt202308,8
1,3,7.985699654,ppt202309,9
1,3,40.14039993,ppt202310,10
1,3,45.41609955,ppt202311,11
1,3,73.85449982,ppt202312,12
1,3,96.82619476,ppt202401,1
1,3,76.1147995,ppt202402,2
1,3,81.61239624,ppt202403,3
1,3,60.60099792,ppt202404,4
1,3,39.52759933,ppt202405,5
1,3,25.06719971,ppt202406,6
1,3,5.860599995,ppt202407,7
1,3,0.812099993,ppt202408,8
1,3,16.55949974,ppt202409,9
1,3,12.44619942,ppt202410,10
1,3,103.0107956,ppt202411,11
1,3,153.8627014,ppt202412,12
1,4,131.3379974,ppt202001,1
1,4,53.90100098,ppt202002,2
1,4,39.99100113,ppt202003,3
1,4,37.73899841,ppt202004,4
1,4,65.38999939,ppt202005,5
1,4,93.63899994,ppt202006,6
1,4,1.773000002,ppt202007,7
1,4,1.289000034,ppt202008,8
1,4,8.333999634,ppt202009,9
1,4,32.79899979,ppt202010,10
1,4,117.9420013,ppt202011,11
1,4,66.76300049,ppt202012,12
1,4,86.35199738,ppt202101,1
1,4,92.36989594,ppt202102,2
1,4,27.51490021,ppt202103,3
1,4,23.17609978,ppt202104,4
1,4,23.70509911,ppt202105,5
1,4,21.86039925,ppt202106,6
1,4,4.302000046,ppt202107,7
1,4,19.89629936,ppt202108,8
1,4,12.58729935,ppt202109,9
1,4,83.37220001,ppt202110,10
1,4,47.67810059,ppt202111,11
1,4,127.8893967,ppt202112,12
1,4,66.78489685,ppt202201,1
1,4,3.489799976,ppt202202,2
1,4,13.86529922,ppt202203,3
1,4,46.28609848,ppt202204,4
1,4,81.65339661,ppt202205,5
1,4,32.2804985,ppt202206,6
1,4,0.0046,ppt202207,7
1,4,2.58949995,ppt202208,8
1,4,9.037499428,ppt202209,9
1,4,34.39199829,ppt202210,10
1,4,91.32339478,ppt202211,11
1,4,133.4743958,ppt202212,12
1,4,48.75009918,ppt202301,1
1,4,27.50479889,ppt202302,2
1,4,138.0019989,ppt202303,3
1,4,21.5304985,ppt202304,4
1,4,45.56599808,ppt202305,5
1,4,51.68409729,ppt202306,6
1,4,0.692799985,ppt202307,7
1,4,42.79150009,ppt202308,8
1,4,7.985699654,ppt202309,9
1,4,40.14039993,ppt202310,10
1,4,45.41609955,ppt202311,11
1,4,73.85449982,ppt202312,12
1,4,96.82619476,ppt202401,1
1,4,76.1147995,ppt202402,2
1,4,81.61239624,ppt202403,3
1,4,60.60099792,ppt202404,4
1,4,39.52759933,ppt202405,5
1,4,25.06719971,ppt202406,6
1,4,5.860599995,ppt202407,7
1,4,0.812099993,ppt202408,8
1,4,16.55949974,ppt202409,9
1,4,12.44619942,ppt202410,10
1,4,103.0107956,ppt202411,11
1,4,153.8627014,ppt202412,12
1,5,131.3379974,ppt202001,1
1,5,53.90100098,ppt202002,2
1,5,39.99100113,ppt202003,3
1,5,37.73899841,ppt202004,4
1,5,65.38999939,ppt202005,5
1,5,93.63899994,ppt202006,6
1,5,1.773000002,ppt202007,7
1,5,1.289000034,ppt202008,8
1,5,8.333999634,ppt202009,9
1,5,32.79899979,ppt202010,10
1,5,117.9420013,ppt202011,11
1,5,66.76300049,ppt202012,12
1,5,86.35199738,ppt202101,1
1,5,92.36989594,ppt202102,2
1,5,27.51490021,ppt202103,3
1,5,23.17609978,ppt202104,4
1,5,23.70509911,ppt202105,5
1,5,21.86039925,ppt202106,6
1,5,4.302000046,ppt202107,7
1,5,19.89629936,ppt202108,8
1,5,12.58729935,ppt202109,9
1,5,83.37220001,ppt202110,10
1,5,47.67810059,ppt202111,11
1,5,127.8893967,ppt202112,12
1,5,66.78489685,ppt202201,1
1,5,3.489799976,ppt202202,2
1,5,13.86529922,ppt202203,3
1,5,46.28609848,ppt202204,4
1,5,81.65339661,ppt202205,5
1,5,32.2804985,ppt202206,6
1,5,0.0046,ppt202207,7
1,5,2.58949995,ppt202208,8
1,5,9.037499428,ppt202209,9
1,5,34.39199829,ppt202210,10
1,5,91.32339478,ppt202211,11
1,5,133.4743958,ppt202212,12
1,5,48.75009918,ppt202301,1
1,5,27.50479889,ppt202302,2
1,5,138.0019989,ppt202303,3
1,5,21.5304985,ppt202304,4
1,5,45.56599808,ppt202305,5
1,5,51.68409729,ppt202306,6
1,5,0.692799985,ppt202307,7
1,5,42.79150009,ppt202308,8
1,5,7.985699654,ppt202309,9
1,5,40.14039993,ppt202310,10
1,5,45.41609955,ppt202311,11
1,5,73.85449982,ppt202312,12
1,5,96.82619476,ppt202401,1
1,5,76.1147995,ppt202402,2
1,5,81.61239624,ppt202403,3
1,5,60.60099792,ppt202404,4
1,5,39.52759933,ppt202405,5
1,5,25.06719971,ppt202406,6
1,5,5.860599995,ppt202407,7
1,5,0.812099993,ppt202408,8
1,5,16.55949974,ppt202409,9
1,5,12.44619942,ppt202410,10
1,5,103.0107956,ppt202411,11
1,5,153.8627014,ppt202412,12
1,6,131.3379974,ppt202001,1
1,6,53.90100098,ppt202002,2
1,6,39.99100113,ppt202003,3
1,6,37.73899841,ppt202004,4
1,6,65.38999939,ppt202005,5
1,6,93.63899994,ppt202006,6
1,6,1.773000002,ppt202007,7
1,6,1.289000034,ppt202008,8
1,6,8.333999634,ppt202009,9
1,6,32.79899979,ppt202010,10
1,6,117.9420013,ppt202011,11
1,6,66.76300049,ppt202012,12
1,6,86.35199738,ppt202101,1
1,6,92.36989594,ppt202102,2
1,6,27.51490021,ppt202103,3
1,6,23.17609978,ppt202104,4
1,6,23.70509911,ppt202105,5
1,6,21.86039925,ppt202106,6
1,6,4.302000046,ppt202107,7
1,6,19.89629936,ppt202108,8
1,6,12.58729935,ppt202109,9
1,6,83.37220001,ppt202110,10
1,6,47.67810059,ppt202111,11
1,6,127.8893967,ppt202112,12
1,6,66.78489685,ppt202201,1
1,6,3.489799976,ppt202202,2
1,6,13.86529922,ppt202203,3
1,6,46.28609848,ppt202204,4
1,6,81.65339661,ppt202205,5
1,6,32.2804985,ppt202206,6
1,6,0.0046,ppt202207,7
1,6,2.58949995,ppt202208,8
1,6,9.037499428,ppt202209,9
1,6,34.39199829,ppt202210,10
1,6,91.32339478,ppt202211,11
1,6,133.4743958,ppt202212,12
1,6,48.75009918,ppt202301,1
1,6,27.50479889,ppt202302,2
1,6,138.0019989,ppt202303,3
1,6,21.5304985,ppt202304,4
1,6,45.56599808,ppt202305,5
1,6,51.68409729,ppt202306,6
1,6,0.692799985,ppt202307,7
1,6,42.79150009,ppt202308,8
1,6,7.985699654,ppt202309,9
1,6,40.14039993,ppt202310,10
1,6,45.41609955,ppt202311,11
1,6,73.85449982,ppt202312,12
1,6,96.82619476,ppt202401,1
1,6,76.1147995,ppt202402,2
1,6,81.61239624,ppt202403,3
1,6,60.60099792,ppt202404,4
1,6,39.52759933,ppt202405,5
1,6,25.06719971,ppt202406,6
1,6,5.860599995,ppt202407,7
1,6,0.812099993,ppt202408,8
1,6,16.55949974,ppt202409,9
1,6,12.44619942,ppt202410,10
1,6,103.0107956,ppt202411,11
1,6,153.8627014,ppt202412,12
1,7,131.3379974,ppt202001,1
1,7,53.90100098,ppt202002,2
1,7,39.99100113,ppt202003,3
1,7,37.73899841,ppt202004,4
1,7,65.38999939,ppt202005,5
1,7,93.63899994,ppt202006,6
1,7,1.773000002,ppt202007,7
1,7,1.289000034,ppt202008,8
1,7,8.333999634,ppt202009,9
1,7,32.79899979,ppt202010,10
1,7,117.9420013,ppt202011,11
1,7,66.76300049,ppt202012,12
1,7,86.35199738,ppt202101,1
1,7,92.36989594,ppt202102,2
1,7,27.51490021,ppt202103,3
1,7,23.17609978,ppt202104,4
1,7,23.70509911,ppt202105,5
1,7,21.86039925,ppt202106,6
1,7,4.302000046,ppt202107,7
1,7,19.89629936,ppt202108,8
1,7,12.58729935,ppt202109,9
1,7,83.37220001,ppt202110,10
1,7,47.67810059,ppt202111,11
1,7,127.8893967,ppt202112,12
1,7,66.78489685,ppt202201,1
1,7,3.489799976,ppt202202,2
1,7,13.86529922,ppt202203,3
1,7,46.28609848,ppt202204,4
1,7,81.65339661,ppt202205,5
1,7,32.2804985,ppt202206,6
1,7,0.0046,ppt202207,7
1,7,2.58949995,ppt202208,8
1,7,9.037499428,ppt202209,9
1,7,34.39199829,ppt202210,10
1,7,91.32339478,ppt202211,11
1,7,133.4743958,ppt202212,12
1,7,48.75009918,ppt202301,1
1,7,27.50479889,ppt202302,2
1,7,138.0019989,ppt202303,3
1,7,21.5304985,ppt202304,4
1,7,45.56599808,ppt202305,5
1,7,51.68409729,ppt202306,6
1,7,0.692799985,ppt202307,7
1,7,42.79150009,ppt202308,8
1,7,7.985699654,ppt202309,9
1,7,40.14039993,ppt202310,10
1,7,45.41609955,ppt202311,11
1,7,73.85449982,ppt202312,12
1,7,96.82619476,ppt202401,1
1,7,76.1147995,ppt202402,2
1,7,81.61239624,ppt202403,3
1,7,60.60099792,ppt202404,4
1,7,39.52759933,ppt202405,5
1,7,25.06719971,ppt202406,6
1,7,5.860599995,ppt202407,7
1,7,0.812099993,ppt202408,8
1,7,16.55949974,ppt202409,9
1,7,12.44619942,ppt202410,10
1,7,103.0107956,ppt202411,11
1,7,153.8627014,ppt202412,12
1,8,131.3379974,ppt202001,1
1,8,53.90100098,ppt202002,2
1,8,39.99100113,ppt202003,3
1,8,37.73899841,ppt202004,4
1,8,65.38999939,ppt202005,5
1,8,93.63899994,ppt202006,6
1,8,1.773000002,ppt202007,7
1,8,1.289000034,ppt202008,8
1,8,8.333999634,ppt202009,9
1,8,32.79899979,ppt202010,10
1,8,117.9420013,ppt202011,11
1,8,66.76300049,ppt202012,12
1,8,86.35199738,ppt202101,1
1,8,92.36989594,ppt202102,2
1,8,27.51490021,ppt202103,3
1,8,23.17609978,ppt202104,4
1,8,23.70509911,ppt202105,5
1,8,21.86039925,ppt202106,6
1,8,4.302000046,ppt202107,7
1,8,19.89629936,ppt202108,8
1,8,12.58729935,ppt202109,9
1,8,83.37220001,ppt202110,10
1,8,47.67810059,ppt202111,11
1,8,127.8893967,ppt202112,12
1,8,66.78489685,ppt202201,1
1,8,3.489799976,ppt202202,2
1,8,13.86529922,ppt202203,3
1,8,46.28609848,ppt202204,4
1,8,81.65339661,ppt202205,5
1,8,32.2804985,ppt202206,6
1,8,0.0046,ppt202207,7
1,8,2.58949995,ppt202208,8
1,8,9.037499428,ppt202209,9
1,8,34.39199829,ppt202210,10
1,8,91.32339478,ppt202211,11
1,8,133.4743958,ppt202212,12
1,8,48.75009918,ppt202301,1
1,8,27.50479889,ppt202302,2
1,8,138.0019989,ppt202303,3
1,8,21.5304985,ppt202304,4
1,8,45.56599808,ppt202305,5
1,8,51.68409729,ppt202306,6
1,8,0.692799985,ppt202307,7
1,8,42.79150009,ppt202308,8
1,8,7.985699654,ppt202309,9
1,8,40.14039993,ppt202310,10
1,8,45.41609955,ppt202311,11
1,8,73.85449982,ppt202312,12
1,8,96.82619476,ppt202401,1
1,8,76.1147995,ppt202402,2
1,8,81.61239624,ppt202403,3
1,8,60.60099792,ppt202404,4
1,8,39.52759933,ppt202405,5
1,8,25.06719971,ppt202406,6
1,8,5.860599995,ppt202407,7
1,8,0.812099993,ppt202408,8
1,8,16.55949974,ppt202409,9
1,8,12.44619942,ppt202410,10
1,8,103.0107956,ppt202411,11
1,8,153.8627014,ppt202412,12
1,9,131.3379974,ppt202001,1
1,9,53.90100098,ppt202002,2
1,9,39.99100113,ppt202003,3
1,9,37.73899841,ppt202004,4
1,9,65.38999939,ppt202005,5
1,9,93.63899994,ppt202006,6
1,9,1.773000002,ppt202007,7
1,9,1.289000034,ppt202008,8
1,9,8.333999634,ppt202009,9
1,9,32.79899979,ppt202010,10
1,9,117.9420013,ppt202011,11
1,9,66.76300049,ppt202012,12
1,9,86.35199738,ppt202101,1
1,9,92.36989594,ppt202102,2
1,9,27.51490021,ppt202103,3
1,9,23.17609978,ppt202104,4
1,9,23.70509911,ppt202105,5
1,9,21.86039925,ppt202106,6
1,9,4.302000046,ppt202107,7
1,9,19.89629936,ppt202108,8
1,9,12.58729935,ppt202109,9
1,9,83.37220001,ppt202110,10
1,9,47.67810059,ppt202111,11
1,9,127.8893967,ppt202112,12
1,9,66.78489685,ppt202201,1
1,9,3.489799976,ppt202202,2
1,9,13.86529922,ppt202203,3
1,9,46.28609848,ppt202204,4
1,9,81.65339661,ppt202205,5
1,9,32.2804985,ppt202206,6
1,9,0.0046,ppt202207,7
1,9,2.58949995,ppt202208,8
1,9,9.037499428,ppt202209,9
1,9,34.39199829,ppt202210,10
1,9,91.32339478,ppt202211,11
1,9,133.4743958,ppt202212,12
1,9,48.75009918,ppt202301,1
1,9,27.50479889,ppt202302,2
1,9,138.0019989,ppt202303,3
1,9,21.5304985,ppt202304,4
1,9,45.56599808,ppt202305,5
1,9,51.68409729,ppt202306,6
1,9,0.692799985,ppt202307,7
1,9,42.79150009,ppt202308,8
1,9,7.985699654,ppt202309,9
1,9,40.14039993,ppt202310,10
1,9,45.41609955,ppt202311,11
1,9,73.85449982,ppt202312,12
1,9,96.82619476,ppt202401,1
1,9,76.1147995,ppt202402,2
1,9,81.61239624,ppt202403,3
1,9,60.60099792,ppt202404,4
1,9,39.52759933,ppt202405,5
1,9,25.06719971,ppt202406,6
1,9,5.860599995,ppt202407,7
1,9,0.812099993,ppt202408,8
1,9,16.55949974,ppt202409,9
1,9,12.44619942,ppt202410,10
1,9,103.0107956,ppt202411,11
1,9,153.8627014,ppt202412,12
1,10,131.3379974,ppt202001,1
1,10,53.90100098,ppt202002,2
1,10,39.99100113,ppt202003,3
1,10,37.73899841,ppt202004,4
1,10,65.38999939,ppt202005,5
1,10,93.63899994,ppt202006,6
1,10,1.773000002,ppt202007,7
1,10,1.289000034,ppt202008,8
1,10,8.333999634,ppt202009,9
1,10,32.79899979,ppt202010,10
1,10,117.9420013,ppt202011,11
1,10,66.76300049,ppt202012,12
1,10,86.35199738,ppt202101,1
1,10,92.36989594,ppt202102,2
1,10,27.51490021,ppt202103,3
1,10,23.17609978,ppt202104,4
1,10,23.70509911,ppt202105,5
1,10,21.86039925,ppt202106,6
1,10,4.302000046,ppt202107,7
1,10,19.89629936,ppt202108,8
1,10,12.58729935,ppt202109,9
1,10,83.37220001,ppt202110,10
1,10,47.67810059,ppt202111,11
1,10,127.8893967,ppt202112,12
1,10,66.78489685,ppt202201,1
1,10,3.489799976,ppt202202,2
1,10,13.86529922,ppt202203,3
1,10,46.28609848,ppt202204,4
1,10,81.65339661,ppt202205,5
1,10,32.2804985,ppt202206,6
1,10,0.0046,ppt202207,7
1,10,2.58949995,ppt202208,8
1,10,9.037499428,ppt202209,9
1,10,34.39199829,ppt202210,10
1,10,91.32339478,ppt202211,11
1,10,133.4743958,ppt202212,12
1,10,48.75009918,ppt202301,1
1,10,27.50479889,ppt202302,2
1,10,138.0019989,ppt202303,3
1,10,21.5304985,ppt202304,4
1,10,45.56599808,ppt202305,5
1,10,51.68409729,ppt202306,6
1,10,0.692799985,ppt202307,7
1,10,42.79150009,ppt202308,8
1,10,7.985699654,ppt202309,9
1,10,40.14039993,ppt202310,10
1,10,45.41609955,ppt202311,11
1,10,73.85449982,ppt202312,12
1,10,96.82619476,ppt202401,1
1,10,76.1147995,ppt202402,2
1,10,81.61239624,ppt202403,3
1,10,60.60099792,ppt202404,4
1,10,39.52759933,ppt202405,5
1,10,25.06719971,ppt202406,6
1,10,5.860599995,ppt202407,7
1,10,0.812099993,ppt202408,8
1,10,16.55949974,ppt202409,9
1,10,12.44619942,ppt202410,10
1,10,103.0107956,ppt202411,11
1,10,153.8627014,ppt202412,12
1,11,131.3379974,ppt202001,1
1,11,53.90100098,ppt202002,2
1,11,39.99100113,ppt202003,3
1,11,37.73899841,ppt202004,4
1,11,65.38999939,ppt202005,5
1,11,93.63899994,ppt202006,6
1,11,1.773000002,ppt202007,7
1,11,1.289000034,ppt202008,8
1,11,8.333999634,ppt202009,9
1,11,32.79899979,ppt202010,10
1,11,117.9420013,ppt202011,11
1,11,66.76300049,ppt202012,12
1,11,86.35199738,ppt202101,1
1,11,92.36989594,ppt202102,2
1,11,27.51490021,ppt202103,3
1,11,23.17609978,ppt202104,4
1,11,23.70509911,ppt202105,5
1,11,21.86039925,ppt202106,6
1,11,4.302000046,ppt202107,7
1,11,19.89629936,ppt202108,8
1,11,12.58729935,ppt202109,9
1,11,83.37220001,ppt202110,10
1,11,47.67810059,ppt202111,11
1,11,127.8893967,ppt202112,12
1,11,66.78489685,ppt202201,1
1,11,3.489799976,ppt202202,2
1,11,13.86529922,ppt202203,3
1,11,46.28609848,ppt202204,4
1,11,81.65339661,ppt202205,5
1,11,32.2804985,ppt202206,6
1,11,0.0046,ppt202207,7
1,11,2.58949995,ppt202208,8
1,11,9.037499428,ppt202209,9
1,11,34.39199829,ppt202210,10
1,11,91.32339478,ppt202211,11
1,11,133.4743958,ppt202212,12
1,11,48.75009918,ppt202301,1
1,11,27.50479889,ppt202302,2
1,11,138.0019989,ppt202303,3
1,11,21.5304985,ppt202304,4
1,11,45.56599808,ppt202305,5
1,11,51.68409729,ppt202306,6
1,11,0.692799985,ppt202307,7
1,11,42.79150009,ppt202308,8
1,11,7.985699654,ppt202309,9
1,11,40.14039993,ppt202310,10
1,11,45.41609955,ppt202311,11
1,11,73.85449982,ppt202312,12
1,11,96.82619476,ppt202401,1
1,11,76.1147995,ppt202402,2
1,11,81.61239624,ppt202403,3
1,11,60.60099792,ppt202404,4
1,11,39.52759933,ppt202405,5
1,11,25.06719971,ppt202406,6
1,11,5.860599995,ppt202407,7
1,11,0.812099993,ppt202408,8
1,11,16.55949974,ppt202409,9
1,11,12.44619942,ppt202410,10
1,11,103.0107956,ppt202411,11
1,11,153.8627014,ppt202412,12
1,12,131.3379974,ppt202001,1
1,12,53.90100098,ppt202002,2
1,12,39.99100113,ppt202003,3
1,12,37.73899841,ppt202004,4
1,12,65.38999939,ppt202005,5
1,12,93.63899994,ppt202006,6
1,12,1.773000002,ppt202007,7
1,12,1.289000034,ppt202008,8
1,12,8.333999634,ppt202009,9
1,12,32.79899979,ppt202010,10
1,12,117.9420013,ppt202011,11
1,12,66.76300049,ppt202012,12
1,12,86.35199738,ppt202101,1
1,12,92.36989594,ppt202102,2
1,12,27.51490021,ppt202103,3
1,12,23.17609978,ppt202104,4
1,12,23.70509911,ppt202105,5
1,12,21.86039925,ppt202106,6
1,12,4.302000046,ppt202107,7
1,12,19.89629936,ppt202108,8
1,12,12.58729935,ppt202109,9
1,12,83.37220001,ppt202110,10
1,12,47.67810059,ppt202111,11
1,12,127.8893967,ppt202112,12
1,12,66.78489685,ppt202201,1
1,12,3.489799976,ppt202202,2
1,12,13.86529922,ppt202203,3
1,12,46.28609848,ppt202204,4
1,12,81.65339661,ppt202205,5
1,12,32.2804985,ppt202206,6
1,12,0.0046,ppt202207,7
1,12,2.58949995,ppt202208,8
1,12,9.037499428,ppt202209,9
1,12,34.39199829,ppt202210,10
1,12,91.32339478,ppt202211,11
1,12,133.4743958,ppt202212,12
1,12,48.75009918,ppt202301,1
1,12,27.50479889,ppt202302,2
1,12,138.0019989,ppt202303,3
1,12,21.5304985,ppt202304,4
1,12,45.56599808,ppt202305,5
1,12,51.68409729,ppt202306,6
1,12,0.692799985,ppt202307,7
1,12,42.79150009,ppt202308,8
1,12,7.985699654,ppt202309,9
1,12,40.14039993,ppt202310,10
1,12,45.41609955,ppt202311,11
1,12,73.85449982,ppt202312,12
1,12,96.82619476,ppt202401,1
1,12,76.1147995,ppt202402,2
1,12,81.61239624,ppt202403,3
1,12,60.60099792,ppt202404,4
1,12,39.52759933,ppt202405,5
1,12,25.06719971,ppt202406,6
1,12,5.860599995,ppt202407,7
1,12,0.812099993,ppt202408,8
1,12,16.55949974,ppt202409,9
1,12,12.44619942,ppt202410,10
1,12,103.0107956,ppt202411,11
1,12,153.8627014,ppt202412,12
1,13,131.3379974,ppt202001,1
1,13,53.90100098,ppt202002,2
1,13,39.99100113,ppt202003,3
1,13,37.73899841,ppt202004,4
1,13,65.38999939,ppt202005,5
1,13,93.63899994,ppt202006,6
1,13,1.773000002,ppt202007,7
1,13,1.289000034,ppt202008,8
1,13,8.333999634,ppt202009,9
1,13,32.79899979,ppt202010,10
1,13,117.9420013,ppt202011,11
1,13,66.76300049,ppt202012,12
1,13,86.35199738,ppt202101,1
1,13,92.36989594,ppt202102,2
1,13,27.51490021,ppt202103,3
1,13,23.17609978,ppt202104,4
1,13,23.70509911,ppt202105,5
1,13,21.86039925,ppt202106,6
1,13,4.302000046,ppt202107,7
1,13,19.89629936,ppt202108,8
1,13,12.58729935,ppt202109,9
1,13,83.37220001,ppt202110,10
1,13,47.67810059,ppt202111,11
1,13,127.8893967,ppt202112,12
1,13,66.78489685,ppt202201,1
1,13,3.489799976,ppt202202,2
1,13,13.86529922,ppt202203,3
1,13,46.28609848,ppt202204,4
1,13,81.65339661,ppt202205,5
1,13,32.2804985,ppt202206,6
1,13,0.0046,ppt202207,7
1,13,2.58949995,ppt202208,8
1,13,9.037499428,ppt202209,9
1,13,34.39199829,ppt202210,10
1,13,91.32339478,ppt202211,11
1,13,133.4743958,ppt202212,12
1,13,48.75009918,ppt202301,1
1,13,27.50479889,ppt202302,2
1,13,138.0019989,ppt202303,3
1,13,21.5304985,ppt202304,4
1,13,45.56599808,ppt202305,5
1,13,51.68409729,ppt202306,6
1,13,0.692799985,ppt202307,7
1,13,42.79150009,ppt202308,8
1,13,7.985699654,ppt202309,9
1,13,40.14039993,ppt202310,10
1,13,45.41609955,ppt202311,11
1,13,73.85449982,ppt202312,12
1,13,96.82619476,ppt202401,1
1,13,76.1147995,ppt202402,2
1,13,81.61239624,ppt202403,3
1,13,60.60099792,ppt202404,4
1,13,39.52759933,ppt202405,5
1,13,25.06719971,ppt202406,6
1,13,5.860599995,ppt202407,7
1,13,0.812099993,ppt202408,8
