"","Site","Plot","Year","EAF","EAG","EPF","NAF","EPG","NPF","NS","PG","EBF"
"197",4,11,2021,0.21875,0.53125,0.21875,0.03125,0,0,0,0,0
"198",4,11,2022,0,0.428571428571429,0.285714285714286,0,0,0,0,0.285714285714286,0
"199",4,11,2023,0.0294117647058823,0.0294117647058823,0.823529411764706,0,0,0,0.0882352941176471,0.0294117647058823,0
"200",4,11,2024,0.27906976744186,0.209302325581395,0.325581395348837,0.0697674418604651,0,0,0.0465116279069767,0.0697674418604651,0
"201",4,12,2021,0,0.490909090909091,0.490909090909091,0.0181818181818182,0,0,0,0,0
"202",4,12,2022,0.202380952380952,0.55952380952381,0.178571428571429,0,0.0119047619047619,0,0.0238095238095238,0.0238095238095238,0
"203",4,12,2023,0.101123595505618,0.528089887640449,0.269662921348315,0.0561797752808989,0.0449438202247191,0,0,0,0
"204",4,12,2024,0.119047619047619,0.44047619047619,0.261904761904762,0.0595238095238095,0.0476190476190476,0,0,0.0714285714285714,0
"205",4,13,2021,0.132530120481928,0.542168674698795,0.240963855421687,0.0843373493975904,0,0,0,0,0
"206",4,13,2022,0.0454545454545454,0.727272727272727,0.0909090909090909,0,0,0.0454545454545454,0.0909090909090909,0,0
"207",4,13,2023,0.233333333333333,0.283333333333333,0.366666666666667,0,0.0666666666666667,0,0.05,0,0
"208",4,13,2024,0.480769230769231,0.480769230769231,0,0.0384615384615385,0,0,0,0,0
"209",5,1,2021,0,0.431818181818182,0.375,0.0227272727272727,0,0,0,0.170454545454545,0
"210",5,1,2022,0,0,0.15,0,0,0,0,0.85,0
"211",5,1,2023,0,0,0.464285714285714,0,0,0,0.0357142857142857,0.5,0
"212",5,1,2024,0,0.0196078431372549,0.372549019607843,0,0,0,0.0196078431372549,0.588235294117647,0
"213",5,2,2021,0,0.381578947368421,0.407894736842105,0.0394736842105263,0,0,0,0.171052631578947,0
"214",5,2,2022,0,0,0.1,0,0,0,0,0.9,0
"215",5,2,2023,0,0.0212765957446809,0.617021276595745,0,0,0,0,0.361702127659574,0
"216",5,2,2024,0,0.0212765957446809,0.531914893617021,0,0,0,0.0212765957446809,0.425531914893617,0
"217",5,3,2021,0,0.530864197530864,0.419753086419753,0.0246913580246914,0.0246913580246914,0,0,0,0
"218",5,3,2022,0,0,0.666666666666667,0,0,0,0.222222222222222,0.111111111111111,0
"219",5,3,2023,0,0,0.895833333333333,0,0.0416666666666667,0,0.0625,0,0
"220",5,3,2024,0,0,0.914285714285714,0,0,0,0.0571428571428571,0.0285714285714286,0
"221",5,4,2021,0,0.5,0.368421052631579,0,0.131578947368421,0,0,0,0
"222",5,4,2022,0.0105263157894737,0.536842105263158,0.231578947368421,0.0421052631578947,0.168421052631579,0,0.0105263157894737,0,0
"223",5,4,2023,0.010752688172043,0.290322580645161,0.290322580645161,0.408602150537634,0,0,0,0,0
"224",5,4,2024,0,0.694444444444445,0.25,0,0.0555555555555556,0,0,0,0
"225",5,5,2021,0,0.294117647058824,0.450980392156863,0.0196078431372549,0.137254901960784,0,0,0.0980392156862745,0
"226",5,5,2022,0,0,0.263157894736842,0,0.0526315789473684,0,0.105263157894737,0.578947368421053,0
"227",5,5,2023,0,0,0.6,0,0.0888888888888889,0,0.0444444444444444,0.266666666666667,0
"228",5,5,2024,0,0,0.696969696969697,0,0,0,0.0606060606060606,0.242424242424242,0
"229",5,6,2021,0.0144927536231884,0.478260869565217,0.463768115942029,0.0434782608695652,0,0,0,0,0
"230",5,6,2022,0,0.488636363636364,0.397727272727273,0.0795454545454545,0,0,0,0.0340909090909091,0
"231",5,6,2023,0,0.229357798165138,0.385321100917431,0.357798165137615,0,0,0.00917431192660551,0.018348623853211,0
"232",5,6,2024,0,0.35,0.533333333333333,0,0,0.0166666666666667,0.0166666666666667,0.0833333333333333,0
"233",5,7,2021,0,0.2,0.68,0.12,0,0,0,0,0
"234",5,7,2022,0,0,0.714285714285714,0,0.0714285714285714,0,0.214285714285714,0,0
"235",5,7,2023,0.025,0,0.775,0,0,0.025,0.125,0.05,0
"236",5,7,2024,0,0.0476190476190476,0.619047619047619,0,0,0,0.333333333333333,0,0
"237",5,8,2021,0.015625,0.609375,0.375,0,0,0,0,0,0
"238",5,8,2022,0,0,1,0,0,0,0,0,0
"239",5,8,2023,0,0,0.936170212765957,0.0212765957446809,0,0,0.0425531914893617,0,0
"240",5,8,2024,0,0,0.851851851851852,0,0,0,0.148148148148148,0,0
"241",5,9,2021,0,0.409090909090909,0.545454545454545,0,0,0,0,0.0454545454545454,0
"242",5,9,2022,0,0.0714285714285714,0.214285714285714,0,0,0,0,0.714285714285714,0
"243",5,9,2023,0,0,0.87037037037037,0,0,0,0,0.12962962962963,0
"244",5,9,2024,0,0,0.888888888888889,0,0,0.0222222222222222,0,0.0888888888888889,0
"245",5,10,2021,0.18,0.82,0,0,0,0,0,0,0
"246",5,10,2022,0.2,0,0.2,0,0.6,0,0,0,0
"247",5,10,2023,0.2,0,0.4,0,0.4,0,0,0,0
"248",5,10,2024,0.333333333333333,0,0,0,0.666666666666667,0,0,0,0
"249",5,11,2021,0.0227272727272727,0.511363636363636,0.409090909090909,0.0113636363636364,0.0454545454545454,0,0,0,0
"250",5,11,2022,0,0.208333333333333,0.208333333333333,0,0.25,0,0.0416666666666667,0.291666666666667,0
"251",5,11,2023,0.025974025974026,0.116883116883117,0.311688311688312,0.207792207792208,0.155844155844156,0,0.168831168831169,0.012987012987013,0
"252",5,11,2024,0.0465116279069767,0.116279069767442,0.348837209302326,0.0232558139534884,0,0,0.302325581395349,0.162790697674419,0
"253",5,12,2021,0.0136986301369863,0.397260273972603,0.575342465753425,0.0136986301369863,0,0,0,0,0
