Site,Plot,Year,Sprayed,Size,Long,Lat,coords.UTM1,coords.UTM2,elevation,slope,aspect,TPI,TRI,SWness,Heatload,cover.all,foliar.cover.all,richness.all,diversity.all,evenness.all,cover.inv,foliar.cover.inv,diversity.inv,evenness.inv,richness.inv,Season,sand,clay,silt,pre_totaldiversity,pre_invdiversity,pre_natdiversity,pre_totalrichness,pre_invrichness,pre_natrichness,pre_natcover_abs,pre_invcover_abs,pre_natcover_rel,pre_invcover_rel,pre_totplantcov
5,11,2021,Yes,2x2,-116.017,43.57954,579375.9,4825644,1094.754,5.377546,194.0658,-0.01268,0.745224,0.857758,0.743394,0.961,1.784,6,1.15124607,0.64252267,0.941,1.764,0.67080311,0.61059131,5,Fall,81.02273318,5.632142052,13.34512476,1.151332604,1.102954691,0,6,5,1,0.019607843,0.960784314,0.02,0.98,0.960784314
5,12,2021,No,2x2,-116.017,43.57962,579389.2,4825653,1096.251,5.212267,211.8435,-0.03197,0.702927,0.973752,0.737823,0.941,1.472,5,1.08772564,0.67584194,0.941,1.452,1.08982143,0.78613999,4,Fall,65.59612846,9.796157794,24.60771374,1.086112683,1.029022428,0,5,4,1,0.019607843,0.941176471,0.020408163,0.979591837,0.941176471
5,13,2021,Yes,2x2,-116.017,43.57951,579396.6,4825641,1094.425,5.919829,205.2667,-0.12,0.811249,0.941274,0.748153,0.824,0.824,4,0.69306703,0.49994218,0.726,0.726,0.68284144,0.98513196,2,Fall,72.476128,9.09687295,18.42699905,0.693045191,0.28140184,0.673011667,4,2,2,0.039215686,0.725490196,0.047619048,0.880952381,0.823529412
5,2,2021,Yes,2x2,-116.018,43.5803,579316.6,4825728,1106.757,11.17203,179.1177,-0.01541,1.48999,0.696135,0.802721,0.845,1.569,6,1.55424791,0.86744227,0.668,1.255,0.470774,0.67918332,4,Fall,70.2397041,7.653460417,22.10683548,1.554445198,1.196909077,0.482577565,6,4,2,0.058823529,0.784313725,0.053571429,0.714285714,0.843137255
5,3,2021,Yes,2x2,-116.017,43.5802,579333.8,4825718,1104.698,11.30057,177.6027,-0.01492,1.520966,0.67691,0.802648,1.001,1.627,5,0.97454177,0.60551685,0.981,1.588,1.10210766,0.68477799,4,Fall,73.769501,6.497185812,19.73331319,0.975626802,0.883332469,0,5,4,1,0.039215686,1,0.037735849,0.962264151,1
5,4,2021,No,2x2,-116.017,43.58026,579345.4,4825724,1106.645,11.08047,177.9952,0.048584,1.486176,0.681937,0.80078,0.903,1.706,4,1.31760478,0.95045094,0.903,1.706,1.029818,0.74285666,4,Fall,76.62736318,5.691482638,17.68115419,1.317703501,1.317703501,0,4,4,0,0,0.901960784,0,1,0.901960784
5,5,2021,Yes,2x2,-116.017,43.58018,579349.4,4825715,1104.564,11.68067,177.2591,0.049408,1.561218,0.672484,0.806136,0.667,1,6,1.34682109,0.75167516,0.608,0.882,0.2818535,0.40662865,3,Fall,78.09990839,6.294120817,15.60597079,1.345479192,0.998696023,0.867563228,6,3,3,0.039215686,0.62745098,0.052631579,0.842105263,0.666666667
5,6,2021,No,2x2,-116.018,43.57976,579323,4825668,1096.535,6.361204,180.4337,0.005554,0.843292,0.712439,0.751882,0.883,1.412,5,1.10143382,0.68435931,0.883,1.353,1.19640948,0.86302701,4,Fall,67.01513873,8.4046639,24.58019737,1.100274749,0.967376913,0,5,4,1,0.058823529,0.882352941,0.0625,0.9375,0.882352941
5,7,2021,Yes,2x2,-116.017,43.57981,579326,4825674,1097.684,7.440221,180.1419,-0.10065,0.992523,0.708856,0.763679,0.843,1,4,0.95456945,0.6885763,0.804,0.882,0.8825846,0.63665021,3,Fall,69.1063001,7.581092217,23.31260769,0.955195629,0.672049748,0,4,3,1,0.117647059,0.803921569,0.127659574,0.872340426,0.843137255
5,8,2021,Yes,2x2,-116.017,43.57965,579336,4825657,1095.464,6.307515,179.4432,0.067459,0.843948,0.700201,0.750852,0.922,1.413,4,1.08982143,0.78613999,0.922,1.413,1.31760478,0.95045094,4,Fall,62.48017521,10.08987237,27.42995242,1.088973183,1.088973183,0,4,4,0,0,0.921568627,0,1,0.921568627
5,9,2021,Yes,2x2,-116.017,43.5797,579347.9,4825661,1095.356,6.001335,179.7721,-0.06955,0.810974,0.704289,0.747595,0.864,1.294,3,0.8370422,0.76190865,0.844,1.235,0.99842606,0.90880656,2,Fall,64.78593706,9.101219166,26.11284378,0.836774226,0.682908105,0,3,2,1,0,0.862745098,0,0.936170213,0.862745098
6,1,2021,Yes,2x2,-116.02,43.58007,579121.9,4825700,1120.099,19.6853,60.60921,-0.40225,2.728882,-0.96312,0.451543,0.804,1.216,7,1.47557194,0.75829397,0.706,1.099,1.16529751,0.84058447,4,Fall,61.47742029,10.56124657,27.96133314,1.475855535,1.164273019,1.098612289,7,4,3,0.078431373,0.803921569,0.085106383,0.872340426,0.803921569
6,10,2021,Yes,2x2,-116.021,43.58052,579055.4,4825750,1138.944,27.10007,64.41756,-0.0647,3.992615,-0.94312,0.387818,0.823,1.314,7,1.4034689,0.72124034,0.685,0.941,0.82126275,0.59241585,4,Fall,77.89696083,7.627715478,14.47532369,1.403074164,0.845858168,0.708018976,7,4,3,0.31372549,0.745098039,0.290909091,0.690909091,0.823529412
6,11,2021,Yes,2x2,-116.021,43.58045,579081.5,4825742,1128.383,24.24759,63.95066,-0.00273,3.499954,-0.9458,0.413638,0.922,1.471,9,1.45884228,0.66394774,0.823,1.117,1.04543692,0.5372483,6,Fall,72.70960577,9.050527485,18.23986674,1.458311695,0.986988251,0.654669565,9,6,3,0.352941176,0.862745098,0.290322581,0.709677419,0.921568627
6,12,2021,Yes,2x2,-116.02,43.5804,579091.9,4825737,1124.292,23.79997,63.77687,-0.12042,3.465149,-0.94678,0.417542,0.767,1.353,8,1.59078345,0.76500513,0.531,0.824,0.9669247,0.53965095,6,Fall,72.55492921,9.108667746,18.33640304,1.590524731,1.343646942,0.264052052,8,6,2,0.529411765,0.62745098,0.457627119,0.542372881,0.764705882
6,13,2021,No,2x2,-116.02,43.58046,579099.6,4825744,1118.497,23.44227,61.45112,-0.02171,3.356369,-0.95906,0.415039,0.902,1.393,6,1.13010602,0.63072418,0.706,0.981,0.77424537,0.48106569,4,Fall,70.83116533,9.157657397,20.01117728,1.127911273,0.658944498,0.191444082,6,4,2,0.392156863,0.843137255,0.3125,0.671875,0.901960784
6,2,2021,No,2x2,-116.02,43.58017,579117.9,4825711,1122.211,21.42398,66.65735,-0.02261,3.077362,-0.92941,0.448799,0.884,1.432,10,1.83797237,0.79822126,0.707,1.02,0.84576984,0.61009397,5,Fall,NA,NA,NA,1.836322803,1.211633229,1.161120818,10,5,4,0.352941176,0.823529412,0.295081967,0.68852459,0.882352941
6,3,2021,No,2x2,-116.02,43.58016,579105,4825710,1125.907,23.08,66.11136,-0.07845,3.384048,-0.93288,0.430941,0.903,1.513,12,2.04581212,0.82329536,0.667,1.042,0.98619863,0.55040793,7,Fall,66.18164665,12.83065423,20.98769912,2.044102222,1.580720192,1.076810283,12,7,5,0.431372549,0.803921569,0.349206349,0.650793651,0.901960784
6,4,2021,Yes,2x2,-116.02,43.5802,579097.6,4825715,1128.13,23.89748,66.17949,-0.02098,3.470444,-0.93245,0.423174,0.882,1.43,5,1.35048823,0.83910552,0.49,0.803,1.34430381,0.75027024,3,Fall,69.14080072,8.756935073,22.10226421,1.350823706,0.84628856,0.433398873,5,3,2,0.568627451,0.666666667,0.46031746,0.53968254,0.882352941
6,5,2021,Yes,2x2,-116.02,43.58023,579088.1,4825717,1132.308,24.08894,66.03741,0.109207,3.519272,-0.93335,0.420924,0.942,1.667,10,1.74842364,0.75933074,0.706,1.019,0.66090734,0.47674387,5,Fall,77.95669073,7.57912271,14.46418656,1.746136819,1.245769834,0.814111041,10,5,5,0.568627451,0.764705882,0.426470588,0.573529412,0.941176471
6,6,2021,Yes,2x2,-116.02,43.58033,579083.2,4825729,1130.299,24.2922,64.56902,-0.04785,3.553772,-0.94224,0.414885,0.843,1.06,8,1.58058785,0.76010209,0.49,0.588,1.21219148,0.75317692,4,Fall,75.99818854,8.513850102,15.48796136,1.578056011,0.819983452,0.979983164,8,4,4,0.431372549,0.509803922,0.448979592,0.530612245,0.843137255
6,7,2021,Yes,2x2,-116.021,43.58025,579073.2,4825719,1136.319,24.35165,66.36642,-0.01593,3.575928,-0.93127,0.419324,0.922,1.53,10,1.58705286,0.6892483,0.824,1.138,1.58316948,0.81358817,7,Fall,74.86374833,7.820167187,17.31608449,1.585909867,1.043884172,0.937636962,10,7,3,0.392156863,0.901960784,0.303030303,0.696969697,0.921568627
6,8,2021,Yes,2x2,-116.021,43.58042,579069.2,4825739,1132.503,24.83333,63.4826,0.029495,3.620804,-0.94842,0.4067,0.922,1.569,10,1.61562202,0.70165573,0.706,1.078,0.84565653,0.76974975,6,Fall,77.4074777,8.198899222,14.39362308,1.61471457,0.966515462,1.05327621,10,6,4,0.274509804,0.882352941,0.2,0.642857143,0.921568627
6,9,2021,Yes,2x2,-116.021,43.58046,579058.6,4825743,1141.019,26.39518,65.64046,-0.12015,3.926392,-0.93581,0.397872,0.901,1.313,7,1.27273111,0.65405441,0.784,1,1.2463453,0.77439788,5,Fall,75.03078874,8.087789276,16.88142198,1.272716784,0.773427129,0.562335145,7,5,2,0.274509804,0.823529412,0.25,0.75,0.901960784
7,1,2021,No,2x2,-116.024,43.578,578770.1,4825467,1167.426,20.42945,153.6777,0.126404,2.930054,0.320245,0.814029,0.589,0.786,8,1.46063407,0.70241651,0.373,0.53,0.96857468,0.60180928,5,Fall,66.25534198,10.98181415,22.76284388,1.457562944,1.086639781,0.286835983,8,6,2,0.235294118,0.411764706,0.363636364,0.636363636,0.588235294
7,10,2021,Yes,2x2,-116.025,43.57801,578738.5,4825467,1168.88,16.2813,201.6537,0.149277,2.333817,0.918127,0.860731,0.862,1.235,3,0.79784548,0.72623025,0.862,1.235,1.17646235,0.73097716,3,Fall,86.22600435,4.591331882,9.182663764,0.798818405,0.798818405,0,3,3,0,0,0.862745098,0,1,0.862745098
7,11,2021,Yes,2x2,-116.025,43.57792,578725.2,4825457,1164.697,17.49923,212.9082,-0.03551,2.413193,0.977813,0.858927,0.668,0.863,5,0.885444,0.55015729,0.609,0.804,1.0916248,0.78744084,3,Fall,86.81967087,3.73953524,9.440793885,0.883850568,0.634825127,0.636514168,5,3,2,0.058823529,0.647058824,0.083333333,0.916666667,0.666666667
7,12,2021,Yes,2x2,-116.025,43.57809,578725.7,4825476,1170.442,17.35064,209.1882,0.311401,2.424255,0.962162,0.863319,0.804,1.079,4,0.90504981,0.65285543,0.745,1,0.91910329,0.66299288,2,Fall,87.32685878,2.642891259,10.03024996,0.903564494,0.649248355,0.562335145,4,2,2,0.078431373,0.745098039,0.095238095,0.904761905,0.803921569
7,13,2021,No,2x2,-116.025,43.57811,578714.3,4825477,1168.618,18.59268,215.0014,0.166687,2.568237,0.984812,0.864065,0.844,1.06,4,0.83754208,0.6041589,0.785,0.903,1.08604261,0.98855859,3,Fall,81.64221043,4.495785201,13.86200437,0.835928614,0.488870505,0,4,3,1,0.156862745,0.784313725,0.166666667,0.833333333,0.843137255
7,2,2021,Yes,2x2,-116.025,43.5781,578762.1,4825478,1172.046,17.50322,161.4856,0.333115,2.508011,0.445973,0.825119,0.941,1.568,4,1.09179138,0.78756101,0.941,1.313,0.79784548,0.72623025,3,Fall,74.26438127,7.554847502,18.18077122,1.092381007,0.774434283,0,4,3,1,0.254901961,0.941176471,0.213114754,0.786885246,0.941176471
7,3,2021,Yes,2x2,-116.025,43.57808,578752.4,4825475,1172.715,15.89053,174.7553,0.394501,2.24939,0.63951,0.842508,0.824,1.001,3,0.57909243,0.52711265,0.824,1.001,0.63573589,0.57867174,3,Fall,83.17033811,4.54183112,12.28783077,0.578325287,0.578325287,0,3,3,0,0,0.823529412,0,1,0.823529412
7,4,2021,Yes,2x2,-116.025,43.57818,578744.3,4825486,1175.296,16.15134,191.8476,0.258499,2.252914,0.837219,0.861324,0.588,0.745,3,0.86862036,0.79065232,0.588,0.745,0.649284,0.93671881,3,Fall,83.18207757,4.771459603,12.04646282,0.868347117,0.868347117,0,3,3,0,0,0.588235294,0,1,0.588235294
7,5,2021,Yes,2x2,-116.025,43.57818,578733.5,4825486,1174.362,16.4101,203.026,0.169159,2.321503,0.927354,0.861038,0.785,0.981,4,0.89104454,0.64275277,0.765,0.902,0.49081619,0.44676015,2,Fall,85.11447535,4.385114475,10.50041017,0.889099238,0.61450332,0.562335145,4,2,2,0.078431373,0.764705882,0.093023256,0.906976744,0.784313725
7,6,2021,Yes,2x2,-116.025,43.57834,578734.2,4825503,1180.068,17.76332,206.8343,0.280975,2.514954,0.950159,0.870015,0.764,1.236,7,1.54492033,0.793932,0.568,0.785,0.77359841,0.70415962,5,Fall,77.7297094,4.785102981,17.48518762,1.543250988,1.174324625,0.387212375,7,5,2,0.411764706,0.588235294,0.411764706,0.588235294,0.764705882
7,7,2021,No,2x2,-116.024,43.57787,578765.4,4825452,1162.761,16.38961,149.7532,-0.17027,2.268417,0.254656,0.783076,0.688,0.98,8,1.67268742,0.80439262,0.569,0.765,0.57909243,0.52711265,4,Fall,65.27089386,10.63445945,24.09464669,1.67284045,1.298625647,1.078992208,8,5,3,0.117647059,0.647058824,0.153846154,0.846153846,0.68627451
7,8,2021,Yes,2x2,-116.025,43.57799,578760.1,4825465,1168.937,18.47729,159.3568,0.275177,2.643433,0.412417,0.824603,0.941,1.588,5,1.17935766,0.73277611,0.902,1.392,0.86862036,0.79065232,4,Fall,71.12576085,9.116543181,19.75769597,1.179171032,0.91885344,0,5,4,1,0.196078431,0.901960784,0.178571429,0.821428571,0.941176471
7,9,2021,Yes,2x2,-116.025,43.5779,578748.4,4825455,1166.94,14.76034,185.1622,0.169998,2.0746,0.767861,0.844145,0.765,1.059,4,1.33072643,0.95991621,0.667,0.922,0.61494098,0.8871723,3,Fall,84.5947439,4.135427354,11.26982874,1.331006152,1.086117064,0,4,3,1,0.137254902,0.666666667,0.170731707,0.829268293,0.764705882
8,1,2021,Yes,2x2,-116.037,43.58641,577705.8,4826388,1269.094,16.54159,166.8759,0.204529,2.32608,0.528081,0.832291,0.824,1.313,7,1.63026036,0.83778809,0.745,1.156,1.35974509,0.84485713,5,Fall,64.11373582,11.82064445,24.06561973,1.630927093,1.360496104,0.562335145,7,5,2,0.156862745,0.784313725,0.166666667,0.833333333,0.823529412
8,10,2021,Yes,2x2,-116.037,43.58691,577770.4,4826444,1272.839,15.02501,127.0648,-0.13008,2.002792,-0.13805,0.701841,0.785,1.255,9,1.77936406,0.80982348,0.491,0.745,1.55168343,0.86601101,5,Fall,59.64753292,12.37105451,27.98141257,1.778502157,1.215404547,0.938808922,9,5,4,0.450980392,0.549019608,0.450980392,0.549019608,0.784313725
8,11,2021,Yes,2x2,-116.037,43.587,577769.8,4826455,1274.46,16.24779,120.5825,-0.0522,2.258377,-0.24899,0.676557,0.805,1.294,6,1.58826673,0.88642854,0.432,0.648,1.36890262,0.98745451,2,Fall,66.01321959,9.912810952,24.07396946,1.589286138,0.681624434,1.110653481,6,2,4,0.549019608,0.549019608,0.5,0.5,0.803921569
8,12,2021,No,2x2,-116.037,43.58707,577760.2,4826462,1277.152,17.67527,124.7703,0.122391,2.435135,-0.1776,0.690585,0.804,1.255,7,1.69515486,0.87113728,0.588,0.824,1.3217364,0.821241,5,Fall,71.58749881,9.205772723,19.20672847,1.694693477,1.321090608,0.535959889,7,5,2,0.392156863,0.68627451,0.363636364,0.636363636,0.803921569
8,13,2021,Yes,2x2,-116.037,43.58726,577768.8,4826483,1280.999,20.07157,108.4227,-0.42319,2.877777,-0.4474,0.612064,0.784,1.354,9,1.6468288,0.74950409,0.215,0.55,1.04158251,0.6471716,5,Fall,NA,NA,NA,1.645907278,1.483703903,0.620212807,9,5,4,0.725490196,0.411764706,0.637931034,0.362068966,0.784313725
8,2,2021,Yes,2x2,-116.037,43.58641,577716.6,4826389,1268.207,16.75085,158.2969,0.229965,2.373123,0.395496,0.811335,0.883,1.335,8,1.77285755,0.85256426,0.549,0.746,1.21561195,0.75530217,4,Fall,63.95831341,11.28979826,24.75188833,1.772212108,1.151848271,1.002595354,8,4,4,0.549019608,0.607843137,0.474576271,0.525423729,0.882352941
8,3,2021,Yes,2x2,-116.037,43.58648,577721.5,4826396,1269.43,17.22059,151.7674,-0.13284,2.417053,0.288488,0.793425,0.765,1.001,7,1.5510303,0.7970719,0.471,0.55,0.68166724,0.98343794,5,Fall,65.69260544,11.8037059,22.50368866,1.549289245,1.250101887,0.387212375,7,5,2,0.431372549,0.490196078,0.468085106,0.531914894,0.764705882
8,4,2021,Yes,2x2,-116.037,43.58649,577731.1,4826397,1267.972,16.68239,151.1022,-0.12943,2.327148,0.277352,0.78878,0.843,1.255,9,1.68979821,0.76906031,0.392,0.667,1.32165791,0.82119223,6,Fall,63.39055202,11.00490727,25.60454071,1.68939694,1.450948334,0.485094091,9,6,3,0.568627451,0.490196078,0.537037037,0.462962963,0.843137255
8,5,2021,No,2x2,-116.037,43.58661,577738.9,4826411,1270.756,17.9499,150.6325,-0.05453,2.515198,0.269466,0.792668,0.607,0.901,8,1.96270689,0.9438625,0.293,0.431,1.48507429,0.92272853,4,Fall,64.44652542,10.95633852,24.59713606,1.961851813,1.351265685,1.194835832,8,4,4,0.431372549,0.37254902,0.536585366,0.463414634,0.607843137
8,6,2021,Yes,2x2,-116.037,43.5866,577749.9,4826409,1267.677,17.29375,149.218,0.008148,2.402344,0.245612,0.785049,0.727,0.883,11,2.15668178,0.89940616,0.413,0.471,1.15141652,0.83057145,6,Fall,65.82198953,10.50928129,23.66872918,2.153599171,1.548973927,1.364049502,11,6,5,0.392156863,0.431372549,0.476190476,0.523809524,0.725490196
8,7,2021,Yes,2x2,-116.037,43.5867,577751.3,4826421,1270.457,16.98602,148.3284,0.194,2.352631,0.230533,0.780758,0.745,1.04,7,1.72288417,0.88538732,0.608,0.883,1.25214946,0.7780042,4,Fall,67.77622378,9.816317016,22.40745921,1.722470262,1.368861076,0.900256051,7,4,3,0.156862745,0.62745098,0.2,0.8,0.745098039
8,8,2021,Yes,2x2,-116.037,43.58674,577763,4826425,1271.181,16.07313,141.6335,0.205612,2.137527,0.115518,0.754489,0.393,0.432,7,1.65815387,0.85212253,0.255,0.294,1.45288902,0.8108728,5,Fall,61.10524876,11.53710869,27.35764255,1.657180079,1.32175584,0.410116318,7,5,2,0.137254902,0.254901961,0.35,0.65,0.392156863
8,9,2021,No,2x2,-116.037,43.58685,577765.4,4826437,1273.083,15.8126,135.7675,-0.1244,2.067429,0.013395,0.733208,0.843,1.256,7,1.57517248,0.80947853,0.451,0.726,1.35077745,0.97437996,5,Fall,59.37379502,12.55494717,28.07125781,1.574019183,1.039562633,0.692461153,7,5,2,0.509803922,0.607843137,0.456140351,0.543859649,0.843137255
9,1,2021,No,2x2,-116.032,43.58234,578121.2,4825941,1227.42,19.45716,65.92798,0.013062,2.777283,-0.93403,0.466768,0.922,1.648,7,1.46025754,0.75042393,0.549,0.903,1.30642458,0.81172723,5,Fall,58.55164488,11.99820806,29.45014706,1.45842368,1.305227066,0.121692403,7,5,2,0.725490196,0.666666667,0.521126761,0.478873239,0.921568627
9,10,2021,Yes,2x2,-116.033,43.5828,578084.3,4825991,1233.144,21.16455,77.02018,-0.14322,3.029083,-0.84786,0.482068,0.862,1.549,13,2.24176785,0.87400082,0.685,1.02,1.57652165,0.87987349,8,Fall,51.7319143,15.03432177,33.23376392,2.241919561,1.841959112,1.133172587,13,8,5,0.411764706,0.745098039,0.355932203,0.644067797,0.862745098
9,11,2021,Yes,2x2,-116.033,43.58276,578089.6,4825987,1229.487,19.96867,74.15247,-0.18958,2.868011,-0.87333,0.484412,0.941,2.039,10,1.83801753,0.79824087,0.489,1.314,1.45909638,0.74982721,7,Fall,50.01048438,13.78600431,36.20351131,1.837560217,1.444976665,0.71877137,10,7,3,0.62745098,0.784313725,0.444444444,0.555555556,0.941176471
9,12,2021,Yes,2x2,-116.033,43.58266,578091.4,4825976,1230.439,19.61727,68.24022,-0.48405,2.815933,-0.91886,0.471161,0.803,1.489,12,2.27168025,0.91419138,0.568,1.097,1.23045206,0.88758354,6,Fall,52.33004592,13.70172401,33.96823007,2.271322672,1.714642794,1.639956646,12,6,6,0.333333333,0.764705882,0.293103448,0.672413793,0.803921569
9,13,2021,No,2x2,-116.032,43.58266,578110.4,4825977,1224.31,19.45354,65.01134,-0.14296,2.791183,-0.93962,0.464497,0.843,1.509,10,2.00751031,0.87185065,0.569,1.157,1.20004509,0.66975792,6,Fall,46.81200595,9.338822211,43.84917184,2.008080077,1.513964238,1.301481068,10,6,4,0.294117647,0.666666667,0.306122449,0.693877551,0.843137255
9,2,2021,Yes,2x2,-116.032,43.58241,578117.3,4825948,1229.175,20.03477,65.54668,-0.03343,2.868698,-0.93639,0.459887,0.784,1.099,11,2.14142097,0.89304191,0.471,0.668,1.84111796,0.88539058,7,Fall,55.3633218,12.01635735,32.62032086,2.140650503,1.619437378,1.240684292,11,7,4,0.392156863,0.549019608,0.416666667,0.583333333,0.784313725
9,3,2021,Yes,2x2,-116.033,43.5824,578104.1,4825948,1232.53,21.1045,65.82596,-0.1098,3.021088,-0.93466,0.449775,0.922,1.98,10,2.00916476,0.87256917,0.784,1.627,1.44579482,0.74299156,7,Fall,58.08254933,11.25070609,30.66674458,2.008466193,1.643650004,1.060856947,10,7,3,0.333333333,0.901960784,0.26984127,0.73015873,0.921568627
9,4,2021,Yes,2x2,-116.033,43.58252,578097.7,4825960,1234.378,21.55877,59.85605,0.082932,3.086655,-0.96657,0.430235,0.882,1.432,8,1.85090174,0.89009559,0.646,1.079,1.71489202,0.95709946,5,Fall,55.35208197,12.44095633,32.2069617,1.850890385,1.460750127,0.777789932,8,5,3,0.333333333,0.745098039,0.309090909,0.690909091,0.882352941
9,5,2021,No,2x2,-116.033,43.58246,578089.9,4825954,1234.378,21.55877,59.85605,0.082932,3.086655,-0.96657,0.430235,0.862,1.47,9,1.75799905,0.80009985,0.372,0.745,1.51402042,0.84499088,5,Fall,55.52276308,11.83719864,32.64003829,1.758354891,1.431516563,0.689178804,9,5,4,0.68627451,0.588235294,0.538461538,0.461538462,0.862745098
9,6,2021,Yes,2x2,-116.033,43.58254,578078.1,4825963,1241.743,23.33083,62.60991,0.108765,3.361572,-0.95314,0.419103,0.902,1.313,10,1.899782,0.82506484,0.784,1.156,1.62136258,0.83321554,6,Fall,57.88555685,11.86054348,30.25389967,1.899420238,1.577168329,1.213007566,10,6,4,0.137254902,0.843137255,0.14,0.86,0.901960784
9,7,2021,Yes,2x2,-116.033,43.58268,578077.5,4825979,1238.061,22.18848,70.58673,-0.13991,3.234085,-0.90193,0.452441,0.962,1.902,11,1.86460231,0.77759956,0.668,1.118,1.64455683,0.84513503,7,Fall,51.7565872,13.80175659,34.44165621,1.863659494,1.458073977,0.798172243,11,7,4,0.666666667,0.803921569,0.453333333,0.546666667,0.960784314
9,8,2021,Yes,2x2,-116.033,43.58263,578063.2,4825972,1243.495,21.9088,62.56959,0.014725,3.139755,-0.95335,0.433255,0.901,1.881,8,1.68089066,0.80833754,0.568,1.097,1.4609636,0.90774772,4,Fall,53.21619439,14.27198278,32.51182283,1.680747768,1.230912265,0.680453634,8,4,4,0.725490196,0.745098039,0.493333333,0.506666667,0.901960784
9,9,2021,Yes,2x2,-116.033,43.58276,578077.7,4825987,1237.015,21.15012,76.01402,-0.00198,3.056366,-0.85704,0.47898,0.844,1.492,14,2.02124043,0.76589486,0.53,0.784,1.4313313,0.88933614,6,Fall,50.53143089,15.30211217,34.16645693,2.018011953,1.198643452,1.468036011,14,6,8,0.529411765,0.62745098,0.457627119,0.542372881,0.843137255
